name
Otoko no Iji: Luffy tai Fujitora Makkou Shoubu
Gin no Yousai: Luffy to Barto Daibouken
Chika Meikyuu: Luffy tai Torokko Ningen
Zettaizetsumei: Luffy Kyokugen no Shakunetsu Kessen
Sentou Kaishi: Luffy vs Mink-zoku!
Luffy Ketsudan: Sanji Dattai no Kiki!
Okoto no Chikai: Luffy to Kouzuki Momonosuke
Zou Boueisen: Luffy to Zunesha!
Harapeko Sensen: Luffy to Kaigun Rookie!
Akuma no Kobushi: Kessen! Luffy tai Grant
Moudoku no Kiki: Luffy to Reiju!
Okashi na Mori: Luffy tai Luffy!?
Mom no Shikaku: Luffy to Yuuwaku no Mori!
8 Oku no Teki: Luffy tai Senshu no Cracker
Genkai Shoubu: Luffy to Mugen Biscuit
Kanashiki Kettou: Luffy tai Sanji (Zenpen)
Kanashiki Kettou: Luffy tai Sanji (Kouhen)
Koko de Matsu: Luffy tai Ikari no Gundan
Innnen no Taimen: Luffy to Big Mom!
Sanji no Moto e: Luffy Gyakushuu no Dai Gekisou!
Chateau Douran: Luffy Yakusoku no Basho e
"The Rendezvous! Luffy, a One-on-One at His Limit!"
A Liar! Luffy and Sanji!!
A Secret Meeting! Luffy vs. the Fire Tank Pirates!
The Deadly Pact! Luffy &amp; Bege's Allied Forces!
Luffy Engages in a Secret Maneuver! The Wedding Full of Consp...
Escape From the Tea Party! Luffy vs. Big Mom!
The Execution Begins! Luffy's Allied Forces Are Annihilated?!&quot;
"I'll Be Back! Luffy, Deadly Departure!"
A Hard Battle Starts! Luffy vs. Katakuri!
The Threat of the Mole! Luffy's Silent Fight!
Luffy Fights Back! The Invincible Katakuri's Weak Point!
Lurking in the Darkness! An Assassin Targeting Luffy!
A Desperate Situation! The Iron-Tight Entrapment of Luffy!
On the Verge - The Two Yonko Targeting Luffy
Otama Appears! Luffy vs. Kaido's Army!
Side Story! Clash! Luffy vs. the King of Carbonation!
Luffy Rages! Rescue Otama from Danger!
The Coming of the Treasure Ship! Luffytaro Returns the Favor!
Finally Clashing! The Ferocious Luffy vs. Kaido!
Rampage! The Prisoners - Luffy and Kid!
The Bond Between Prisoners! Luffy and Old Man Hyo!
Goes up. Luffy's Desperate Escape!
Luffy's Determination! Win Through the Sumo Inferno!
A Grudge Over Oshiruko - Luffy Gets into a Desperate Situation
The Ultimate Weapon! Excite Bullets Aimed at Luffy
Start Fighting Back! Luffy and the Red Scabbard Samurai!
We're Here to Win! Luffy's Desperate Scream!
Warriors' Dream! Luffy's Conquer of Udon!
